상품명,가격,판매여부,날짜,시간,24시간이내,프로상점,광고,케어,무료배송,지역,URL,상품ID,세부카테고리ID,대분류,중분류,소분류
극미중고) 여름 스트라이프 배색 반팔 니트,7000,판매중,2025.06.12,25분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/267609500,267609500,310260800,여성의류,상의,니트_스웨터
니트 판매 ㅅㅊㅇ 무나 랜박 옷 상의,9000,판매중,2025.06.12,26분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/310482640,310482640,310260800,여성의류,상의,니트_스웨터
럭키슈에뜨 JDC 롱니트,59000,판매중,2025.06.12,26분 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/303744344,303744344,310260800,여성의류,상의,니트_스웨터
루시르주 오프숄더 니트 이나연 착용,57000,판매중,2025.06.12,26분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/334409926,334409926,310260800,여성의류,상의,니트_스웨터
Cos 니트 하프집업 다크 브라운,80000,판매중,2025.06.12,26분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/305628838,305628838,310260800,여성의류,상의,니트_스웨터
로드로아르 시그니처 케이블 카라 니트 WHITE,35000,판매중,2025.06.12,26분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/273177967,273177967,310260800,여성의류,상의,니트_스웨터
슬림 긴팔니트 1회착용,5000,판매중,2025.06.12,26분 전,✅,False,False,False,False,서울특별시 금천구 가산동,https://m.bunjang.co.kr/products/295745269,295745269,310260800,여성의류,상의,니트_스웨터
모도마켓 로브유 니트 네이비 팔아요!,30500,판매중,2025.06.12,27분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/313334510,313334510,310260800,여성의류,상의,니트_스웨터
레이지샵 포티 니트 팔아요!,65000,판매중,2025.06.12,27분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/303316249,303316249,310260800,여성의류,상의,니트_스웨터
여자 니트 남자 니트 남녀공용 니트,7000,판매중,2025.06.12,27분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/326933100,326933100,310260800,여성의류,상의,니트_스웨터
다이애그널 사선 버튼 니트 네이비,40000,판매중,2025.06.12,27분 전,✅,False,False,False,False,경기도 파주시 금촌2동,https://m.bunjang.co.kr/products/260603040,260603040,310260800,여성의류,상의,니트_스웨터
금장 버튼 크롭니트,15000,판매중,2025.06.12,27분 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/304452566,304452566,310260800,여성의류,상의,니트_스웨터
새상품) 애즈온 보트넥 니트,40000,판매중,2025.06.12,28분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/332151531,332151531,310260800,여성의류,상의,니트_스웨터
아티드 믹스 가디건 셋업 (가격협의가능),80000,판매중,2025.06.12,28분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/327728900,327728900,310260800,여성의류,상의,니트_스웨터
D&G 스웨터,50000,판매중,2025.06.12,28분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/337356023,337356023,310260800,여성의류,상의,니트_스웨터
에이블리 핑크 니트,8000,판매중,2025.06.12,28분 전,✅,False,False,False,False,울산광역시 동구 방어동,https://m.bunjang.co.kr/products/205269430,205269430,310260800,여성의류,상의,니트_스웨터
원더원더 유넥 니트,10000,판매중,2025.06.12,28분 전,✅,False,False,False,False,울산광역시 동구 방어동,https://m.bunjang.co.kr/products/205269288,205269288,310260800,여성의류,상의,니트_스웨터
쨍한보라?여성니트(44~마른55까지,4000,판매중,2025.06.12,29분 전,✅,False,False,False,False,대전광역시 동구 효동,https://m.bunjang.co.kr/products/254650742,254650742,310260800,여성의류,상의,니트_스웨터
에이블리 반팔 니트 민트색,9000,판매중,2025.06.12,29분 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/338245383,338245383,310260800,여성의류,상의,니트_스웨터
올리브데올리브 세일러니트,50000,판매중,2025.06.12,29분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/154134466,154134466,310260800,여성의류,상의,니트_스웨터
퍼프 긴팔 니트 차콜,10000,판매중,2025.06.12,29분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/322249586,322249586,310260800,여성의류,상의,니트_스웨터
반팔니트 + 워머,10000,판매중,2025.06.12,29분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/312917346,312917346,310260800,여성의류,상의,니트_스웨터
크렘므 더블린 니트 레드 1회착용,20000,판매중,2025.06.12,29분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/288485306,288485306,310260800,여성의류,상의,니트_스웨터
크롭니트,5000,판매중,2025.06.12,29분 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/248347361,248347361,310260800,여성의류,상의,니트_스웨터
니트집업,19000,판매중,2025.06.12,29분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/300376251,300376251,310260800,여성의류,상의,니트_스웨터
에이블리 어반 노르딕 케이블 니트 브라운 교신가능,18000,판매중,2025.06.12,29분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/333565631,333565631,310260800,여성의류,상의,니트_스웨터
에이블리 여름 반팔 니트,11000,판매중,2025.06.12,29분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/332153801,332153801,310260800,여성의류,상의,니트_스웨터
브라이드앤유 니트세트,160000,판매중,2025.06.12,30분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/263977154,263977154,310260800,여성의류,상의,니트_스웨터
당배) 크롭 시스루 여름 랩 니트 반팔,15000,판매중,2025.06.12,30분 전,✅,True,False,False,False,,https://m.bunjang.co.kr/products/283058027,283058027,310260800,여성의류,상의,니트_스웨터
NSTK 베티붑 니트,25000,판매중,2025.06.12,30분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/291530521,291530521,310260800,여성의류,상의,니트_스웨터
하트넥 셔링 골지 크롭 반팔 니트,8000,판매중,2025.06.12,30분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/288036950,288036950,310260800,여성의류,상의,니트_스웨터
꽈배기 브이넥 니트(핑크 or 화이트),10000,판매중,2025.06.12,30분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/288036418,288036418,310260800,여성의류,상의,니트_스웨터
웰로우 코튼 언발 루즈핏 니트,20000,판매중,2025.06.12,30분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/294049569,294049569,310260800,여성의류,상의,니트_스웨터
히프나틱 오프숄더 니트,20000,판매중,2025.06.12,31분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/326939361,326939361,310260800,여성의류,상의,니트_스웨터
페일제이드 맥카라반팔니트 민트,17000,판매중,2025.06.12,31분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/312916338,312916338,310260800,여성의류,상의,니트_스웨터
카인다미 미니 울 브이넥 니트 새상품,39000,판매중,2025.06.12,31분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/320972122,320972122,310260800,여성의류,상의,니트_스웨터
렉토 시그니처 넥 모나코 니트 블랙 품절상품,140000,판매중,2025.06.12,31분 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/335682447,335682447,310260800,여성의류,상의,니트_스웨터
인스턴트펑크 스트랩 원숄더 니트,35000,판매중,2025.06.12,31분 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/316034495,316034495,310260800,여성의류,상의,니트_스웨터
쟈니헤잇재즈 RIBBON RIB KNIT - NAVY,180000,판매중,2025.06.12,32분 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/273336654,273336654,310260800,여성의류,상의,니트_스웨터
"미니포에 로즈힐 니팅 탑 아이보리, 그레이",10000,판매중,2025.06.12,32분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/322406464,322406464,310260800,여성의류,상의,니트_스웨터
꼰미고 오프숄더 니트,10000,판매중,2025.06.12,32분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/248396909,248396909,310260800,여성의류,상의,니트_스웨터
에이블리 지그재그 어깨 트임 긴팔 니트,10000,판매중,2025.06.12,32분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/323826025,323826025,310260800,여성의류,상의,니트_스웨터
에이블리 헤어리 보트넥 니트,10000,판매중,2025.06.12,32분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/317073043,317073043,310260800,여성의류,상의,니트_스웨터
네이비 뮤아린 니트,13000,판매중,2025.06.12,33분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/270722391,270722391,310260800,여성의류,상의,니트_스웨터
다이애그널 루즈 컬러 믹스 니트,85000,판매중,2025.06.12,33분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/327717985,327717985,310260800,여성의류,상의,니트_스웨터
세릭 제니 니트,60000,판매중,2025.06.12,33분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/327693241,327693241,310260800,여성의류,상의,니트_스웨터
지그재그 원더원더 케티 꽈배기라운드 가디건 버건디,11000,판매중,2025.06.12,33분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/327252672,327252672,310260800,여성의류,상의,니트_스웨터
[90] 시스템 한섬 여성 캐시미어 반팔 니트 0429H,20000,판매중,2025.06.12,33분 전,✅,True,False,False,False,,https://m.bunjang.co.kr/products/338977793,338977793,310260800,여성의류,상의,니트_스웨터
[S]지컷 블랙 보트넥 울49% 니트 스웨터,29000,판매중,2025.06.12,33분 전,✅,True,False,False,False,,https://m.bunjang.co.kr/products/338977791,338977791,310260800,여성의류,상의,니트_스웨터
MM6 메종마르지엘라 크롭 니트,180000,판매중,2025.06.12,33분 전,✅,False,False,True,False,,https://m.bunjang.co.kr/products/336155282,336155282,310260800,여성의류,상의,니트_스웨터
톰브라운 여성 니트 38,500000,판매중,2025.06.12,33분 전,✅,False,False,True,False,,https://m.bunjang.co.kr/products/302937775,302937775,310260800,여성의류,상의,니트_스웨터
컨셉트컬리지 브이넥 울 니트 프레피룩,10000,판매중,2025.06.12,33분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/324335736,324335736,310260800,여성의류,상의,니트_스웨터
어라운드율 카라 울 니트 크림,50000,판매중,2025.06.12,33분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/338977769,338977769,310260800,여성의류,상의,니트_스웨터
새제품 브룬스바자 펄니트 55,19000,판매중,2025.06.12,33분 전,✅,False,False,False,False,경기도 용인시 수지구 풍덕천2동,https://m.bunjang.co.kr/products/264808507,264808507,310260800,여성의류,상의,니트_스웨터
더위시 리즈 leeds 슈 아일렛 니트 (아이보리),80000,판매중,2025.06.12,33분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/331926438,331926438,310260800,여성의류,상의,니트_스웨터
니트 집업 판매,5000,판매중,2025.06.12,34분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/314279927,314279927,310260800,여성의류,상의,니트_스웨터
럽앤썸 몽실 구름 솔잎 앙고라 루즈핏 니트 (에이블리 지그재그 봄옷),10000,판매중,2025.06.12,34분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/325046417,325046417,310260800,여성의류,상의,니트_스웨터
D.chive 스트라이프 니트,10000,판매중,2025.06.12,34분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/335689248,335689248,310260800,여성의류,상의,니트_스웨터
밀리언코르 니트집업,18000,판매중,2025.06.12,34분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/297746646,297746646,310260800,여성의류,상의,니트_스웨터
영팬케이크 로지 모헤어 오버 루즈 하트 자수 니트 블랙,15000,판매중,2025.06.12,34분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/320063350,320063350,310260800,여성의류,상의,니트_스웨터
투즈룸 노어 바라클라바 맨투맨set 블루,18000,판매중,2025.06.12,34분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/215143303,215143303,310260800,여성의류,상의,니트_스웨터
스트라이프 반팔 니트,10000,판매중,2025.06.12,35분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/278827657,278827657,310260800,여성의류,상의,니트_스웨터
스트라이프 반팔 니트,10000,판매중,2025.06.12,35분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/278827518,278827518,310260800,여성의류,상의,니트_스웨터
스투시 브러쉬드 니트 xs,150000,판매중,2025.06.12,35분 전,✅,False,False,True,False,,https://m.bunjang.co.kr/products/218928382,218928382,310260800,여성의류,상의,니트_스웨터
팬시클럽 리본 원숄더 니트 베이지,27550,판매중,2025.06.12,35분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/330606881,330606881,310260800,여성의류,상의,니트_스웨터
에이블리 리본 오프숄더 니트,7000,판매중,2025.06.12,35분 전,✅,False,False,False,False,인천광역시 서구 가정1동,https://m.bunjang.co.kr/products/334528187,334528187,310260800,여성의류,상의,니트_스웨터
아워캐비넷 하비비 Habibi 제작니트 팔아요,50000,판매중,2025.06.12,35분 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/338977324,338977324,310260800,여성의류,상의,니트_스웨터
