group,카테고리,제목,가격,판매상태,판매자등급,escrow,판매중,작성자,작성일자,URL,article_id
여성패션,여성패션_기타,(미사용)끌로에 수트케이스+옷걸이  택포,"15,000",ESCROW,인증+안전거래 회원,True,True,김소정0819,2025-06-10,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1108206544,1108206544
여성패션,여성패션_기타,로렉스 데이저스트 정품 새제품 판매합니다,"16,800,000",ESCROW,중고나라 회원,True,True,lIlllIlIlIlIll,2025-06-10,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1108204791,1108204791
여성패션,여성패션_기타,쿨린 무선 헤어빗 고데기,"20,000",SALE,본인인증 회원,False,True,daki12,2025-06-10,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1108204584,1108204584
여성패션,여성패션_기타,LED 화관 머리띠 파티용품 일괄(새상품),"10,000",SALE,인증+안전거래 회원,False,True,핑크래미,2025-06-10,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1108203604,1108203604
여성패션,여성패션_기타,마른파이브 모달 코튼 캡 내장 끈나시,"20,000",SALE,본인인증 회원,False,True,lala라라,2025-06-10,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1108203154,1108203154
여성패션,여성패션_기타,앙뜨 오간자 리본 베일,"45,000",SALE,본인인증 회원,False,True,finefinefinefine,2025-06-10,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1108202989,1108202989
여성패션,여성패션_기타,젠틀몬스터x메종 마르지엘라 MM210블랙 클리어 새상품 팝니다,"400,000",SALE,중고나라 회원,False,True,kim누,2025-06-10,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1108202715,1108202715
여성패션,여성패션_기타,골든듀 리에또,"550,000",SALE,중고나라 회원,False,True,땡이땡이ㅋ,2025-06-10,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1108202112,1108202112
여성패션,여성패션_기타,샤넬 벨크로 38,"1,950,000",SALE,본인인증 회원,False,True,물방울z,2025-06-10,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1108200934,1108200934
여성패션,여성패션_기타,"베리시 모달 브라탑 아이보리 롱 M, 블랙 롱 S (새상품)","25,000",SALE,중고나라 회원,False,True,ajshdf,2025-06-10,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1108200833,1108200833
